,bill_num,date,bill_id,title,year,link,raw_text
            providing for and reorganizing the conduct of the executive and administrative work
            of the commonwealth by the executive department thereof and the administrative departments,
            boards, commissions, and officers thereof, including the boards of trustees of state
            normal schools, or teachers colleges  abolishing, creating, reorganizing or authorizing
            the reorganization of certain administrative departments, boards, and commissions 
            defining the powers and duties of the governor and other executive and administrative
            officers, and of the several administrative departments, boards, commissions, and
            officers  fixing the salaries of the governor, lieutenant governor, and certain other
            executive and administrative officers  providing for the appointment of certain administrative
            officers, and of all deputies and other assistants and employes in certain departments,
            boards, and commissions  providing for the regulation of pari mutuel thoroughbred
            horse racing and harness horse racing activities, imposing certain taxes and providing
            for the disposition of funds from pari mutuel tickets  and prescribing the manner
            in which the number and compensation of the deputies and all other assistants and
            employes of certain departments, boards and commissions shall be determined,"" in powers
            and duties of the department of labor and industry, its departmental administrative
            and advisory boards and departmental administrative officers, further providing for
            fees and for industrial board and establishing the elevator safety board     the general assembly of the commonwealth of pennsylvania hereby enacts as follows     20180068u1s  section 1   section 613 a(a)(11) of the act of april 9, 1929 (p l 177, no 175), known as the administrative
            code of 1929, amended october 30, 2017 (p l 379, no 40), is amended to read   section 613 a   department of labor and industry to collect fees   (a)  notwithstanding any other provision of law, the department is authorized to charge
            fees for the following purposes and in the following amounts                     (11)  fees for variance requests           (i)  industrial board variance, appeal and request for extension of time             (a)  standard fee                      321      (b)  for expedited action on variances, appeals or requests for extensions of time                 1,321      (ii)  accessibility advisory board variance, appeal or request for extension of time             (a)  standard fee                      321      (b)  for expedited action on variances, appeals or requests for extensions of time                 1,321      (iii)  elevator safety board variance, appeal or request for extension of time           (a)  standard fee                      321      (b)  for expedited action on variances, appeals or requests for extensions of time                 1,321            20180068u2s  section 2   section 2214(g) and (h) of the act are amended to read   section 2214   industrial board   the industrial board created by this act shall have the power,
            and its duty shall be          (g)  to establish such technical advisory boards or committees as may be necessary for
            the performance of its duties, including, but not limited to, a fire and panic advisory
            board , an elevator advisory board  and a boiler advisory board   (h)  to have jurisdiction under the following acts   (1)  the act of may 30, 1895 (p l 129, no 99), entitled ""an act to provide for safety guards
            upon passenger elevators and providing a penalty for violation thereof ""  (2)  the act of april 27, 1927 (p l 465, no 299), referred to as the fire and panic act    (3)  the act of may 2, 1929 (p l 1513, no 451), referred to as the boiler regulation law   (4)  the act of may 2, 1929 (p l 1518, no 452), referred to as the elevator regulation
            law    (5)  the act of may 18, 1937 (p l 654, no 174), entitled, as amended, ""an act to provide
            for the safety and to protect the health and morals of persons while employed  prescribing
            certain regulations and restrictions concerning places where persons are employed,
            and the equipment, apparatus, materials, devices and machinery used therein  prescribing
            certain powers and duties of the department of labor and industry relative to the
            enforcement of this act  and fixing penalties ""  (6)  the act of may 27, 1937 (p l 926, no 249), referred to as the bedding and upholstery
            law    (7)  the act of july 31, 1941 (p l 616, no 261), known as the ""employment agency law ""  (8)  the act of may 14, 1949 (p l 1342, no 402), known as the ""dry cleaning and dyeing
            law ""  (9)  the act of december 27, 1951 (p l 1793, no 475), referred to as the liquefied petroleum
            gas act    (10)  the act of july 25, 1961 (p l 857, no 372), referred to as the stuffed toy manufacturing
            act   (11)  the act of august 22, 1961 (p l 1034, no 467), entitled ""an act requiring a guard
            to be posted when a manhole is entered  imposing powers and duties on the department
            of labor and industry  and authorizing said department to promulgate rules and regulations
            relating to manholes, and providing penalties ""  (12)  the act of june 2, 1971 (p l 115, no 5), entitled ""an act requiring the use of safety
            glazing materials in hazardous locations in residential, commercial and public buildings,
            imposing duties on the department of labor and industry and providing penalties ""  (12 1)  the act of june 18, 1998 (p l 655, no 85), known as the boiler and unfired pressure vessel
               law   (12 2)  the act of june 19, 2002 (p l 421, no 61), known as the propane and liquefied petroleum
            gas act   (13)  any other acts assigned by the secretary of labor and industry   20180068u3s  section 3   the act is amended by adding a section to read   section 2214 1   elevator safety board   (a)  the elevator safety board is established and shall consist of the members as provided
            in this section   (b)  the governor shall appoint the members of the board with one representative from each
            of the following   (1)  the department of labor and industry   (2)  an elevator manufacturing company   (3)  an elevator servicing company   (4)  an architectural design or elevator consulting profession   (5)  an elevator inspector   (6)  a labor organization specializing in the installation, maintenance and repair of elevators
            and other conveyances   (7)  a building owner or manager   (8)  a municipality   (9)  the general public   (c)  within thirty (30) days of the effective date of this section, the governor shall
            make the initial appointments to the board   (d)  the board shall have term limitations and structure as follows   (1)  the members of the board shall serve for a term of three (3) years and, except for
            the member under paragraph (2), may not serve for more than three (3) consecutive
            terms   (2)  the representative of the department of labor and industry or its designee shall serve
            continuously   (3)  the members shall serve without salary   (4)  the members shall receive reimbursement from the commonwealth in such amounts as determined
            by the department of labor and industry for reasonable travel, lodging and other expenses
            necessarily incurred by them in the performance of their duties   (5)  the governor shall appoint one member to serve as chairperson, who shall be the deciding
            vote in the event of a tie vote   (e)  (1)  the board shall meet and organize within one hundred twenty (120) days of the effective
            date of this section and at that meeting shall elect one secretary of the board to
            serve during the term to be fixed by the rules and regulations  adopted by the board  the board shall meet monthly at a time and place to be fixed
            by the department of labor and industry and at times as it is deemed necessary for
            the consideration of code regulations, appeals, variances and the transaction of other
            business  special meetings may be called as provided in the rules and regulations
            adopted by the board  the department of labor and industry shall set the place and
            time of special meetings   (2)  any member absent from three consecutive meetings shall be dismissed and the vacancy
            shall be filled in the same manner as the appointment of the absent member   (f)  (1)  the board shall recommend regulations to the secretary of labor and industry relating
            to construction, maintenance and inspection of elevators and safe operation of elevators 
            the board may consult with engineering authorities and other appropriate organizations
            regarding the application of elevator industry codes and standards   (2)  the secretary of labor and industry shall review any recommendations for regulations
            submitted by the board and, if the secretary approves the recommendations, shall promulgate
            regulations consistent with the recommendations   (3)  the board may grant exceptions and variances from the requirements of applicable codes
            and standards or regulations if the changes would not jeopardize the safety and welfare
            of the general public or individuals employed in the elevator industry  the department
            of labor and industry shall accept applications for all exceptions and variances and
            shall make recommendations on the applications to the board   (4)  the board may hold hearings and hear appeals on matters relating to this section in
            accordance with regulations and procedures established by the board in consultation
            with the department of labor and industry   20180068u4s  section 4   within seven days of the first meeting of the elevator safety board, the department
            of labor and industry shall publish a notice in the pennsylvania bulletin stating
            the date of the meeting   20180068u5s  section 5   this amendatory act shall be known and may be cited as kristopher's law   20180068u6s  section 6   this act shall take effect as follows   (1)  the amendment of sections 613 a(a)(11) and 2214(g) and (h) of the act shall take effect
            upon the date of the first meeting of the elevator safety board as stated in the notice
            required under section 4   (2)  the remainder of this act shall take effect in 60 days     approved  the 28th day of june, a d  2018     tom wolf   "
68,69,Jun 28,SB 978,"Hospice and Home Health Prescription Medication Disposal Act - enactment 					
                         (effective 60 DAYS)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0069..HTM,"       hospice and home health prescription medication disposal act   enactment       act of jun  28, 2018,
                  p l  455,
                  no  69  cl  35    20180069ua  an act    providing for the disposal of hospice or home health care patient medication     the general assembly of the commonwealth of pennsylvania hereby enacts as follows     20180069u1s  section 1   short title   this act shall be known and may be cited as the hospice and home health prescription
            medication disposal act   20180069u2s  section 2   definitions   the following words and phrases when used in this act shall have the meanings given
            to them in this section unless the context clearly indicates otherwise   ""caregiver ""  an adult individual who regularly provides personal care to the patient, whether paid
            or unpaid, or regularly resides in the patient's home  this individual shall not be
            an employee of the home health agency or hospice that is disposing of the patient's
            prescription medication   ""family member ""  a patient's spouse, parent, adult sibling, adult child or adult grandchild   ""health care representative ""  a person who is authorized by law or court order to make health care decisions on
            behalf of a patient   ""patient ""  an individual who is currently receiving care from a home health agency or hospice
            licensed under the act of july 19, 1979 (p l 130, no 48), known as the health care
            facilities act   20180069u3s  section 3   disposal of unused prescription medication   (a)  authorization   a home health agency or hospice is authorized, upon the death or discharge
            of a patient and with the permission of the patient or the patient's family member,
            caregiver or health care representative, to accept for disposal a patient's unused
            prescription medications that were prescribed, dispensed or otherwise used by the
            patient while under the care of the home health agency or hospice   (b)  prescription medication disposal policy   a home health agency or hospice shall   (1)  establish a written policy setting forth procedures for accepting and disposing of
            unused prescription medications using the guidelines for the disposal of prescription
            medication set forth by the food and drug administration   (2)  at the time of admission   (i)  furnish a copy of the written policy to each patient or the patient's health care
            representative  and  (ii)  designate an employee representative who shall discuss the procedures and requirements
            for surrendering unused prescription medications with the patient or the patient's
            health care representative   (c)  surrender of prescription medication   unused prescription medications surrendered
            to a home health agency or hospice under this section shall be surrendered to a nurse
            employed by the agency   (d)  disposal of prescription medication   a nurse accepting the unused prescription medication
            under this section shall dispose of the medication in the presence of a witness at
            the site where care is provided  the nurse may not transport the unused prescription
            medications off site for disposal or for any other purpose   (e)  timing of disposal   the disposal of a patient's medication shall take place   (1)  during the final in home visit by the nurse  or  (2)  within five business days of the death or discharge of the patient, whichever occurs
            first   (f)  documentation   the following shall apply   (1)  a nurse who accepts and disposes of an unused prescription medication under this section
            shall document all of the following   (i)  the name and quantity of each medication surrendered   (ii)  the name of the person authorizing the surrender and the relationship of the person
            to the patient   (iii)  the date and method of disposal   (iv)  the name of the person witnessing the disposal   (2)  the person authorizing the surrender of medication shall be provided with the opportunity
            to review, verify and sign the documentation required under this subsection   (g)  records   a home health agency or hospice shall maintain for a period of five years
            a record of the documentation required under subsection (f)   20180069u4s  section 4   effective date   this act shall take effect in 60 days    "
69,70,Jun 28,SB 1002,"Designation - multiple designations in multiple counties 					
                         (effective 60 DAYS)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0070..HTM,"       designation   multiple designations in multiple counties       act of jun  28, 2018,
                  p l  457,
                  no  70  cl  87    20180070ua  an act    designating a bridge on that portion of state route 1041 over the mahoning creek in
            grant township and canoe township, indiana county, as the army spc christine l  mayes
            memorial bridge  designating a bridge on that portion of state route 286 over the
            south branch cush creek, montgomery township, indiana county, as the sgt  edward john
            parada memorial bridge  designating a bridge, identified as bridge key 19108, on that
            portion of pennsylvania route 286 over the two lick creek, borough of clymer, indiana
            county, as the corporal louis r  tate memorial bridge  designating a bridge, identified
            as bridge key 19109, on that portion of pennsylvania route 286 over the two lick creek,
            at the east end of the borough of clymer, indiana county, as the lance corporal joshua
            t  twigg memorial bridge  designating the portion of state route 2024 and state route
            1016, also known as monument orviston road, from the intersection of state route 2024
            and main street in beech creek borough, clinton county, to the intersection of state
            route 1016 and kato orviston road in curtin township, centre county, as the cpl milford
            h  wensel memorial highway  and designating a portion of pennsylvania route 44 in
            potter county as the highway to the stars     the general assembly of the commonwealth of pennsylvania hereby enacts as follows     20180070u1s  section 1   army spc christine l  mayes memorial bridge   (a)  findings   the general assembly finds and declares as follows   (1)  spc christine l  mayes was a native of rochester mills and a graduate of marion center
            area high school   (2)  spc mayes enlisted in the united states army following graduation from high school
            and served on active duty for three years in germany   (3)  after her release from active duty, spc mayes continued to serve her country in the
            united states army reserve with the 14th quartermaster detachment, 99th army reserve
            command in greensburg  her unit was activated in support of operation desert shield
            and operation desert storm   (4)  spc mayes was killed on february 25, 1991, when an iraqi scud missile destroyed a
            united states military barracks in dhahran, saudi arabia, in the final days of the
            persian gulf war   (b)  designation   the bridge located on that portion of state route 1041 over the mahoning
            creek in grant township and canoe township, indiana county, is designated the army
            spc christine l  mayes memorial bridge   (c)  signs   the department of transportation shall erect and maintain appropriate signs
            displaying the name of the bridge to traffic in both directions on the bridge   20180070u2s  section 2   sgt  edward john parada memorial bridge   (a)  findings   the general assembly finds and declares as follows   (1)  sgt  edward john parada was born and raised in montgomery township, indiana county,
            and graduated from purchase line high school   (2)  on august 27, 1970, sgt  parada was killed in action in vietnam while serving with
            the united states army company e, 327th infantry regiment, 101st airborne division   (b)  designation   the bridge located on state route 286 over the south branch cush creek,
            montgomery township, indiana county, is designated the sgt  edward john parada memorial
            bridge   (c)  signs   the department of transportation shall erect and maintain appropriate signs
            displaying the name of the bridge to traffic in both directions on the bridge   20180070u3s  section 3   corporal louis r  tate memorial bridge   (a)  findings   the general assembly finds and declares as follows   (1)  corporal louis r  tate was born on october 22, 1906, in arcadia and attended clymer
            high school   (2)  corporal tate entered the service on march 17, 1943, with the hdq company of the 304
            infantry anti tank battalion, united states army   (3)  on february 7, 1945, corporal tate was killed in action in the battle of the bulge
            in luxembourg   (b)  designation   the bridge, identified as bridge key 19108, located on pennsylvania
            route 286 over the two lick creek, borough of clymer, indiana county, is designated
            the corporal louis r  tate memorial bridge   (c)  signs   the department of transportation shall erect and maintain appropriate signs
            displaying the name of the bridge to traffic in both directions on the bridge   20180070u4s  section 4   lance corporal joshua t  twigg memorial bridge   (a)  findings   the general assembly finds and declares as follows   (1)  lance corporal joshua t  twigg was born on october 1, 1988, in indiana, pennsylvania,
            and grew up in clymer where he attended penns manor high school   (2)   lance corporal twigg served his country honorably with the united states marine corps
            2nd battalion, 9th marine regiment, 2nd marine division   (3)  on september 2, 2010, lance corporal twigg was killed in action in helmand province,
            afghanistan   (b)  designation   the bridge, identified as bridge key 19109, located on pennsylvania
            route 286 over the two lick creek, at the east end of the borough of clymer, indiana
            county, is designated the lance corporal joshua t  twigg memorial bridge   (c)  signs   the department of transportation shall erect and maintain appropriate signs
            displaying the name of the bridge to traffic in both directions on the bridge   20180070u5s  section 5   cpl milford h  wensel memorial highway   (a)  findings   the general assembly finds and declares as follows   (1)  cpl milford h  wensel was born on december 2, 1948, to walter h  and beatrice m  wensel
            in howard   (2)  cpl wensel graduated from lock haven high school in 1966   (3)  in march 1969, cpl wensel was deployed to vietnam where he served with the 3rd squadron,
            4th cavalry, 25th infantry division as a half track operator   (4)  on june 5, 1969, at 20 years of age, cpl wensel was killed while going out at night
            for his half track   (5)  cpl wensel was posthumously awarded the purple heart and the bronze star   (b)  designation   the portion of state route 2024 and state route 1016, also known as
            monument orviston road, from the intersection of state route 2024 and main street
            in beech creek borough, clinton county, to the intersection of state route 1016 and
            kato orviston road in curtin township, centre county, is designated the cpl milford
            h  wensel memorial highway   (c)  signs   the department of transportation shall erect and maintain appropriate signs
            displaying the name of the highway to traffic in both directions on the highway   20180070u6s  section 6   highway to the stars   (a)  findings   the general assembly finds and declares as follows   (1)  the international dark sky preserve at cherry springs state park is an attraction
            for professional and amateur astronomers and photographers, as well as others who
            have an interest in stargazing from one of the darkest places in the country   (2)  the visitor count to cherry springs state park has been rising each year, and the
            ripple effect is being felt by regional businesses   (3)  pennsylvania route 44 passes directly through cherry springs state park, taking travelers
            to a publicly accessible dark sky viewing field and amphitheater and a separate observation
            area for astronomers, professional photographers and others with specialized interests   (b)  designation   the section of pennsylvania route 44 in potter county from u s  route
            6 to the lycoming county line is designated the highway to the stars   (c)  signs   the department of transportation shall erect and maintain appropriate signs
            displaying the name of the highway to traffic in both directions on the highway   20180070u7s  section 7   effective date   this act shall take effect in 60 days    "
70,71,Jun 28,SB 1037,"State Government (71 Pa.C.S.) - Civil Service Reform 					
                         (effective IMMEDIATELY WITH EXCEPTIONS)",2018,https://www.legis.state.pa.us//WU01/LI/LI/US/HTM/2018/0/0071..HTM,"       state government (71 pa c s )   civil service reform       act of jun  28, 2018,
                  p l  460,
                  no  71  cl  71    20180071ua  session of 2018  no  2018 71    sb 1037    an act    amending title 71 (state government) of the pennsylvania consolidated statutes, consolidating
            the civil service act  providing for civil service reform in the areas of merit  based
            hiring, civil service applications, certification, examinations and promotions  and
            making related repeals     the general assembly of the commonwealth of pennsylvania hereby enacts as follows     20180071u1s  section 1   title 71 of the pennsylvania consolidated statutes is amended by adding a part to
            read   part iii  civil service reform  chapter  21   general provisions  22   merit system employment  23   selection of employees for entrance to or promotion in classified service  24   appointment and promotion of employees in classified service  25   regulation of employees in classified service  26   separation of employees from classified service  27   prohibitions, penalties and enforcement  28   notice of personnel actions  29   services available, costs and funding  30   state civil service commission and director  31   hearings and records  32   commission funds, costs and service  33   records, status and appropriations  chapter 21  general provisions  sec   2101   scope of part   2102   purpose   2103   definitions     2101   scope of part   this part relates to civil service reform     2102   purpose   the purpose of this part is to create and sustain a modern merit system of employment
            within the commonwealth workforce that promotes the hiring, retention and promotion
            of highly qualified individuals, ensuring that government services are efficiently
            and effectively delivered to the public     2103   definitions   subject to additional definitions contained in subsequent provisions of this part
            which are applicable to specific provisions of this part, the following words and
            phrases when used in this part shall have the meanings given to them in this section
            unless the context clearly indicates otherwise   ""appointing authority ""  the officers, board, commission, individual or group of individuals having power by
            law to make appointments in the classified service   ""board ""  the executive board of the commonwealth   ""civil service act ""  the former act of august 5, 1941 (p l 752, no 286), known as the civil service act   ""classified service ""  as follows   (1)  a position filled under the merit system of employment, including   (i)  each position existing on or created after august 5, 1941, in the department of human
            services, including the county boards of assistance, except for a student worker in
            institutions operated by the office of children, youth and families   (ii)  the following   (a)  each position existing on or created after august 5, 1941, in the department of labor
            and industry which is charged with the administration of the act of december 5, 1936
            (2nd sp sess , 1937 p l 2897, no 1), known as the unemployment compensation law   (b)  each position which is charged with the administration of the act of june 2, 1915
            (p l 736, no 338), known as the workers' compensation act, and the act of july 26,
            1913 (p l 1363, no 851), referred to as the occupational disease prevention law, including
            the positions of workers' compensation judges  the term shall not include the positions
            of members of the workers' compensation appeal board and members and employees of
            the state workers' insurance board and the state workers' insurance fund   (iii)  each position existing on or created after august 5, 1941, in the pennsylvania liquor
            control board   (iv)  each position existing on or created after august 5, 1941, in the commission   (v)  each position existing on or created after august 5, 1941, in the pennsylvania board
            of probation and parole   (vi)  each position existing on or created after august 5, 1941, in the department of education 
            the term shall not include the presidents, faculty members and student employees of
            the state colleges, the heads and faculty members of the department of education's
            other educational institutions and county superintendents, assistant county superintendents
            and supervisors of special education   (vii)  each position existing on or created after august 5, 1941, in the department of health 
            the term shall not include patient employees at institutions operated by the department
            of health   (viii)  each position existing on or created after august 5, 1941, in the department of banking
            and securities   (ix)  each position existing on or created after august 5, 1941, in the insurance department   (x)  each position existing on or created after august 5, 1941, in the state employees'
            retirement board and under the professional licensing boards in the department of
            state   (xi)  each position existing on or created after august 5, 1941, in a department or agency
            under the governor's jurisdiction which   (a)  is required to be under a merit system in order to qualify the agency or department
            for the receipt of money from the federal government or an agency or instrumentality
            of the federal government   (b)  was designated as professional or technical by the board on or before october 1, 1962   (c)  was covered by civil service under the terms of an agreement entered into between
            the department or agency and the commission after october 1, 1962, other than agreements
            arising out of the board resolution of september 10, 1956, as amended and supplemented   (xii)  the positions of engineer, geologist, chemist, planning specialist, statistician,
            economist, photogrammetrist, architect, landscape architect, cartographer, draftsmen
            and surveyor in the department of transportation   (xiii)  each position in a local civil defense organization which a political subdivision
            may bring under the provisions of 35 pa c s    7312(f) (relating to organization),
            upon the exercise of the authority   (xiv)  each position existing on or created after december 3, 1975, in the pennsylvania labor
            relations board  the term shall not include an executive director, secretary, regional
            director, attorney and attorney examiner   (2)  the term shall not include a position included in the unclassified service   ""commission ""  the state civil service commission   ""demotion ""  the voluntary or involuntary movement of an employee to a class assigned to a pay
            range with a lower maximum salary   ""director ""  the executive director of the state civil service commission   ""eligible ""  an individual whose name is on an eligible list   ""eligible list ""  an employment list, promotion list or reemployment list   ""employee ""  except as provided in section 2705(g) (relating to political activity), an individual
            legally occupying a position in the classified service   ""employment list ""  a list of individuals who have been found qualified by an entrance examination for
            appointment to a position in a particular class   ""entrance examination ""  an examination for a position in a particular class, admission to which is not limited
            to an individual employed in the classified service   ""furlough ""  the termination of employment because of lack of work or lack of funds   ""job,"" ""job title,"" ""class"" or ""class of positions ""  a group of positions in the classified service which are sufficiently similar in respect
            to the duties and responsibilities of the positions that the same   (1)  descriptive title may be used for each position   (2)  requirements as to experience, knowledge and ability are demanded of incumbents   (3)  assessments may be used to choose qualified appointees  and  (4)  schedule of compensation may be made to apply with fairness under like working conditions   ""permanent position ""  a position in the classified service which does not have an expiration date   ""position ""  a group of current duties and responsibilities assigned or delegated by competent
            authority requiring the full time or part time employment of one individual   ""probationary period ""  a preliminary period of employment, the purpose of which is to determine the fitness
            of an employee for regular status   ""promotion ""  the movement of an employee to another class in a pay range with a higher maximum
            salary   ""promotion examination ""  an examination for a position in a particular class, admission to which is limited
            to an employee in the classified service who has held a position in another class   ""promotion list ""  a list of individuals determined to be qualified by a promotion examination for appointment
            to a position in a particular class   ""regular employee ""  an employee who has been appointed to a position in the classified service in accordance
            with this part after completion of the employee's probationary period   ""removal ""  the permanent separation from the classified service of an employee who has been permanently
            appointed   ""temporary position ""  a position in the classified service resulting from temporary pressure of extra work
            which is likely to continue for a period of 12 months or less   ""unclassified service ""  each position existing on or created after august 5, 1941, in a department and agency
            included in the definition of classified service which are held by any of the following   (1)  a head and deputy head of a department of the commonwealth, bureau director, division
            chief and all other supervisory personnel whose duties include participation in policy
            decisions   (2)  a member of a board or commission   (3)  one secretary or one confidential clerk and not more than five other personal assistants
            or aides to each state appointing authority or each member of the state appointing
            authority, except the commission and the director   (4)  an individual appointed for the duration of a special study, project or internship
            which is scheduled to be completed after a fixed or limited period of time and which
            should not be performed by an individual in the classified service   (5)  an attorney that the appointing authority appoints   (6)  unskilled labor   (7)  each professional position attached to the department head's office which functions
            in press, public relations, legislative liaison or development of executive policy   ""unskilled labor ""  an individual occupying or assigned to a position for which the principal job function
            is manual labor or work requiring limited or no prior education or training   ""veteran ""  an individual who served in the united states armed forces, including a reserve component
            or national guard, and who was honorably discharged or released from service   chapter 22  merit system employment  sec   2201   transfer of duties   2202   duties of office of administration   2203   regulations   2204   federal standards   2205   legislative representation for collective bargaining     2201   transfer of duties   beginning on the effective date of this section, the office of administration shall
            perform the duties conducted by the commission and the director under the civil service
            act, except sections 950 and 951(a), (b) and (c) of the civil service act     2202   duties of office of administration   (a)  duties   the office of administration shall have the power and duty to implement and
            administer this part as follows   (1)  perform the duties conducted, prior to the effective date of this section, by the
            commission and the director under section 2201 (relating to transfer of duties)   (2)  direct and supervise the administrative work of merit system employment   (3)  appoint staff to classified service positions necessary to carry out the provisions
            of this part   (4)  provide merit system employment for the commonwealth in accordance with this part   (5)  advertise, on the office of administration's publicly accessible internet website
            and in each office of administration announcement and advertisement, that   (i)  veterans' preference is the law of this commonwealth   (ii)  to determine standing on each certified eligibility list, an additional 10 points
            shall be applied to the final examination score obtained by a veteran, in accordance
            with 51 pa c s    7103 (relating to additional points in grading civil service examinations) 
            and  (iii)  the same preferential rating given to veterans under this chapter shall be extended
            to include spouses of deceased or disabled veterans, in accordance with 51 pa c s 
              7108 (relating to preference of spouses)   (6)  administer this part, except for chapters 30 (relating to state civil service commission
            and director) and 31 (relating to hearings and records)   (7)  request assistance from state departments, agencies, boards or commissions, if necessary   (8)  cooperate with other civil service agencies   (9)  investigate as requested by the governor or the general assembly and to report on
            the investigation   (10)  investigate, notwithstanding any other provision of this part, personnel action taken
            under this part and hold public hearings, record findings and conclusions and order
            action to assure observance of this part   (11)  administer oaths and require testimony and the production of documents and records   (12)  appoint a special advisor for veterans' programs who shall be a veteran and who will   (i)  ensure compliance under this part with the provisions of 51 pa c s  pt  v (relating
            to employment preferences and pensions)  and  (ii)  promote and implement policies to increase the awareness and understanding of the
            value of recruiting, hiring and retaining veterans for the commonwealth workforce
            under this part   (b)  oaths, testimony and documents   the following shall apply   (1)  the secretary of administration and any other employee or agency authorized by the
            secretary shall have the power to administer oaths in matters pertaining to the work
            of the office of administration under this part   (2)  the office of administration shall have the power to secure by subpoena the attendance
            and testimony of witnesses and the production of documents and records   (c)  authority of court   a judge of a court of record shall, upon proper application of
            the office of administration, compel the attendance of witnesses, the production of
            documents and records and the giving of testimony before the office of administration
            in the same manner as the production of evidence may be compelled before the court     2203   regulations   (a)  authority   the office of administration may promulgate regulations necessary to carry
            out the provisions of this part   (b)  temporary regulations     (1)  in order to facilitate the prompt implementation of this part, the office of administration
            may promulgate temporary regulations which shall expire no later than three years
            following the publication of the temporary regulations  the office of administration
            may promulgate temporary regulations not subject to   (i)  sections 201, 202, 203, 204 and 205 of the act of july 31, 1968 (p l 769, no 240),
            referred to as the commonwealth documents law   (ii)  section 204(b) of the act of october 15, 1980 (p l 950, no 164), known as the commonwealth
            attorneys act   (iii)  the act of june 25, 1982 (p l 633, no 181), known as the regulatory review act   (2)  the authority provided to the office of administration to adopt temporary regulations
            under paragraph (1) shall expire three years following the publication of the temporary
            regulations  regulations adopted after this period shall be promulgated as provided
            by law     2204   federal standards   (a)  duty   notwithstanding any other provision of this part, the commonwealth and its
            political subdivisions shall take action with respect to matters involving personnel
            administration as necessary to ensure the continued eligibility of the commonwealth
            and its political subdivisions for federal grants in aid   (b)  prohibition   notwithstanding any other provision of this part, a state program which
            is required to have the state program's positions under a merit system because of
            the receipt of federal grants in aid may not have more positions in the unclassified
            service than are allowed by federal merit system standards     2205   legislative representation for collective bargaining   the president pro tempore of the senate and the speaker of the house of representatives
            may jointly appoint a competent industrial relations specialist, who may not be a
            member of the general assembly, to represent the general assembly at collective bargaining
            negotiations relating to individuals in the classified service by observing the proceedings
            and submitting reports of the proceedings to the president pro tempore of the senate
            and the speaker of the house of representatives   chapter 23  selection of employees for entrance to  or promotion in classified service  sec   2301   examinations requisite for appointment and promotion   2302   nature of examinations   2303   holding examinations and rating competitors   2304   public notice of examinations   2305   ratings of competitors   2306   establishment of eligible lists   2307   duration of eligible lists     2301   examinations requisite for appointment and promotion   (a)  general rule   except as otherwise provided in this chapter, the appointment of an
            individual entering the classified service or promoted in the classified service shall
            be from an eligible list established as the result of examinations given by the office
            of administration to determine the relative merit of candidates  examinations may
            be written and shall be competitive and open to each individual who may be lawfully
            appointed to the position within the class for which the examinations are held  an
            individual in an unskilled position shall enter the classified service by promotion
            without examination in accordance with the following   (1)  the individual shall enter the classified service if   (i)  the promotion is into a classified position immediately above the individual's own
            position   (ii)  the promotion is based on seniority and meritorious service   (iii)  the individual meets the minimum requirements for that position   (iv)  the individual satisfactorily completes a six month probationary period in the classified
            position   (2)  if no individuals in the unskilled positions meet the requirements under paragraph
            (1), the vacant position may be filled under this chapter   (b)  requirements   the following apply   (1)  an individual applying for a position or promotion in the classified service shall
            be a resident of this commonwealth or former resident of this commonwealth who meets
            the requirements of this subsection and, if applicable, of the district   (2)  a former resident of this commonwealth shall be eligible if the individual   (i)  relocated out of state for academic or employment purposes   (ii)  plans to establish commonwealth residency within six months of beginning employment
